paths,target
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/106.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107-rotated3-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/107.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated2-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/108.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/109-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated2-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/11.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated1-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated2-rotated2-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated2-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated2-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated2-rotated3-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated2-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated3-rotated1-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated3-rotated1-rotated3.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated3-rotated1.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated3-rotated2.jpg,fracture
C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/110-rotated3-rotated3-rotated2.jpg,fracture
